latitude,longitude,region,season,elevation,slope_degrees,vegetation_index,water_index,urban_proximity,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,soil_moisture_percent,river_level_m,distance_to_river_km,drainage_capacity,historical_flood_frequency,population_density,risk_level
21.324,81.1428,Central,Pre-Monsoon,395,4.77,0.243,0.39,13.1,2.1,13.9,43.1,33.9,2.31,3.4,0.257,0,84,Low
28.46,76.4814,North,Post-Monsoon,110,19.39,0.819,0.418,31.4,15.0,44.3,113.3,36.0,1.43,11.21,0.795,0,700,Low
25.7168,83.0353,Central,Monsoon,476,1.73,0.849,0.492,4.4,17.6,51.1,87.7,43.5,3.34,4.02,0.762,1,539,Moderate
22.1365,88.588,East,Winter,271,10.18,0.718,0.356,5.4,4.8,8.6,31.9,28.9,1.73,4.03,0.356,2,49,Low
24.9732,85.2064,East,Monsoon,70,7.2,0.386,0.656,16.0,34.6,105.6,295.8,61.2,2.18,11.44,0.384,3,782,High
8.0811,76.2657,South,Post-Monsoon,531,6.03,0.664,0.412,17.8,49.9,114.8,165.7,49.0,2.86,19.8,0.305,1,80,Low
27.8699,94.9566,Northeast,Monsoon,845,9.51,0.677,0.538,20.9,11.6,31.3,73.1,45.0,3.13,12.47,0.556,3,1048,Low
26.4236,87.9747,East,Post-Monsoon,194,3.47,0.84,0.366,2.7,35.0,90.9,190.1,39.9,2.34,16.68,0.746,2,839,Moderate
15.0224,78.8056,South,Pre-Monsoon,815,11.32,0.314,0.484,42.7,9.8,24.4,59.1,15.9,2.58,17.12,0.721,1,582,Low
23.4338,85.1799,East,Monsoon,148,1.33,0.314,0.796,13.9,83.2,187.6,389.1,48.5,4.3,30.06,0.378,1,326,High
14.1449,79.3635,South,Pre-Monsoon,354,6.1,0.675,0.4,39.0,19.1,32.3,55.9,19.7,3.36,6.75,0.736,1,2411,Moderate
10.031,77.7345,South,Post-Monsoon,776,6.24,0.471,0.453,11.5,13.3,54.7,138.3,55.0,2.62,15.72,0.371,2,693,Low
15.7317,77.7808,South,Monsoon,619,6.5,0.482,0.99,16.2,105.9,165.6,458.9,65.3,3.23,7.16,0.402,6,1419,Severe
13.6994,78.3275,South,Post-Monsoon,8,8.65,0.502,0.798,16.2,86.1,167.0,268.9,41.7,4.33,1.74,0.481,1,1729,Severe
29.6297,75.6276,North,Pre-Monsoon,293,12.01,0.593,0.37,16.0,3.8,19.1,39.6,24.5,2.2,0.19,0.702,4,212,Low
8.9528,76.9704,South,Monsoon,254,7.09,0.692,0.806,14.8,84.9,221.5,443.5,53.2,2.41,4.76,0.844,2,584,Moderate
11.6842,76.824,South,Post-Monsoon,744,7.4,0.715,0.612,6.2,23.3,101.3,229.1,51.8,2.35,10.33,0.453,1,190,Low
14.9205,77.3792,South,Pre-Monsoon,251,3.2,0.531,0.415,4.3,13.9,32.5,82.8,17.7,1.9,0.18,0.479,2,381,Moderate
29.36,75.917,North,Pre-Monsoon,316,2.61,0.496,0.49,24.2,23.6,36.6,106.8,32.9,1.16,2.26,0.552,1,1553,Low
22.0876,73.9639,West,Monsoon,5,4.22,0.415,0.956,21.7,67.5,241.9,419.8,51.0,5.65,15.19,0.344,1,1728,Severe
22.9386,75.0741,West,Post-Monsoon,376,6.82,0.527,0.632,12.1,16.0,40.5,88.6,39.5,2.4,7.26,0.666,0,2908,Low
31.839,77.9188,North,Winter,208,6.08,0.465,0.284,23.5,17.1,45.0,68.5,20.6,2.8,9.01,0.306,2,341,Moderate
26.1544,91.4789,East,Pre-Monsoon,12,0.17,0.703,0.28,15.7,15.8,36.3,59.2,24.3,3.23,3.14,0.224,1,186,High
19.4474,70.1969,West,Post-Monsoon,599,6.06,0.927,0.243,3.7,10.7,21.6,40.2,25.7,1.93,11.48,0.383,1,386,Low
25.2422,80.4459,Central,Post-Monsoon,651,4.57,0.602,0.564,6.9,27.9,118.6,187.1,31.3,2.33,2.03,0.338,4,232,Moderate
22.6748,91.1807,East,Post-Monsoon,5,5.59,0.765,0.662,26.3,77.8,126.6,229.6,50.2,4.46,3.18,0.609,1,1976,Severe
22.5952,79.8382,Central,Monsoon,756,2.87,0.571,0.467,39.2,11.9,60.2,124.8,45.2,2.55,11.7,0.401,1,948,Moderate
13.3419,78.9102,South,Winter,666,16.09,0.661,0.301,20.2,13.7,38.8,58.2,27.0,0.76,11.32,0.729,3,194,Low
24.1965,81.1804,Central,Monsoon,5,8.09,0.681,0.99,20.3,6.2,194.9,425.2,76.6,3.24,9.9,0.642,0,463,High
18.6759,73.8995,West,Winter,482,3.83,0.327,0.426,9.5,12.3,29.3,94.7,13.3,1.25,11.05,0.521,2,1654,Low
22.5371,71.4041,West,Monsoon,391,3.32,0.42,0.959,26.4,56.5,157.7,290.2,72.8,4.61,4.21,0.316,4,813,Severe
12.6864,77.8846,South,Winter,297,6.65,0.207,0.496,0.9,25.2,64.4,98.6,17.4,2.61,1.08,0.513,0,810,Moderate
24.9151,93.4562,Northeast,Winter,602,4.56,0.321,0.324,19.0,3.7,14.4,30.3,17.0,2.54,4.54,0.838,4,462,Low
20.6546,75.1295,West,Winter,336,8.34,0.285,0.266,6.1,8.9,16.3,35.3,20.5,1.46,3.55,0.756,0,1610,Low
20.9201,72.7333,West,Monsoon,211,4.41,0.78,0.488,17.7,21.3,81.2,115.9,47.1,2.11,11.54,0.571,2,719,Moderate
11.336,74.8639,South,Winter,636,8.34,0.676,0.26,9.9,6.8,17.5,39.9,30.6,2.87,0.94,0.307,1,1082,Moderate
21.7338,82.4548,Central,Pre-Monsoon,375,7.52,0.299,0.856,1.6,40.1,126.7,256.7,42.2,3.45,6.94,0.939,2,200,Moderate
26.8492,76.0512,North,Post-Monsoon,707,4.79,0.951,0.523,15.9,27.8,80.6,119.8,35.1,2.35,4.63,0.333,0,3916,Low
22.5712,74.3607,West,Monsoon,545,2.14,0.653,0.99,10.0,63.5,239.1,460.4,47.3,4.55,2.49,0.693,2,148,High
19.5228,70.1692,West,Post-Monsoon,226,0.47,0.494,0.394,28.8,14.8,41.2,91.1,33.9,1.54,1.73,0.404,2,1295,Moderate
26.0701,91.3557,Northeast,Monsoon,810,8.46,0.287,0.714,8.8,75.7,129.1,272.0,68.2,3.22,1.26,0.687,7,2095,Severe
18.5829,70.6943,West,Pre-Monsoon,176,1.45,0.711,0.396,21.7,22.6,68.8,153.7,23.2,2.67,6.03,0.127,2,297,Moderate
23.7464,74.8672,West,Monsoon,429,3.75,0.682,0.722,12.2,117.1,226.9,305.8,49.9,4.15,20.95,0.507,1,85,Moderate
24.962,94.3813,Northeast,Pre-Monsoon,907,5.81,0.387,0.484,30.0,19.7,50.7,99.8,27.9,3.75,5.11,0.279,0,3062,Moderate
22.198,71.7666,West,Monsoon,258,8.93,0.729,0.99,7.9,101.9,282.7,776.2,93.2,4.15,7.86,0.683,4,1341,High
31.6906,76.6093,North,Winter,380,2.46,0.571,0.357,13.9,7.5,21.7,54.6,12.7,1.3,15.33,0.23,2,751,Low
22.7661,86.4815,East,Post-Monsoon,123,8.02,0.749,0.338,35.1,17.3,34.7,96.4,28.1,2.48,17.02,0.534,1,272,Low
29.3849,74.4784,North,Post-Monsoon,130,5.05,0.447,0.334,21.5,25.6,78.6,126.5,27.9,2.46,18.23,0.554,2,1191,Low
31.4249,78.6261,North,Winter,18,0.82,0.376,0.328,11.8,3.8,7.5,13.4,21.4,2.13,11.57,0.24,0,348,Moderate
21.9128,72.6948,West,Monsoon,637,5.16,0.55,0.975,18.7,52.5,192.5,577.1,69.7,2.37,8.67,0.158,1,745,High
21.6749,77.8022,Central,Monsoon,14,1.54,0.82,0.478,52.3,16.4,68.4,194.4,33.8,3.04,8.21,0.719,2,441,High
22.6682,77.3048,Central,Monsoon,1027,1.72,0.466,0.951,27.1,82.4,204.6,464.7,61.5,4.31,2.71,0.827,1,553,Severe
26.7077,74.6688,North,Pre-Monsoon,405,8.83,0.686,0.259,34.2,4.0,9.9,52.6,30.3,1.16,19.71,0.567,0,169,Low
9.9844,74.8424,South,Post-Monsoon,549,1.69,0.657,0.382,12.8,13.9,51.9,120.3,25.7,1.55,9.3,0.445,3,803,Low
29.849,76.0222,North,Post-Monsoon,125,2.3,0.411,0.35,28.5,13.6,43.2,72.2,33.9,2.68,16.29,0.233,2,468,Moderate
27.6932,93.9627,Northeast,Post-Monsoon,888,9.62,0.406,0.419,14.6,14.4,34.0,72.8,45.6,1.78,4.97,0.682,1,395,Low
31.0407,77.5426,North,Post-Monsoon,772,7.23,0.486,0.533,16.6,21.0,58.1,172.5,48.0,1.68,2.22,0.779,0,128,Low
12.9088,76.4954,South,Pre-Monsoon,346,3.28,0.59,0.325,6.7,0.7,9.0,33.1,26.3,3.22,4.58,0.336,2,431,Moderate
24.8016,85.4606,East,Post-Monsoon,5,3.06,0.228,0.636,22.5,27.9,62.8,162.5,44.9,3.44,2.12,0.436,3,181,High
9.2307,77.9546,South,Pre-Monsoon,628,4.71,0.601,0.303,11.3,0.2,0.7,14.8,30.5,2.69,21.71,0.399,0,499,Low
19.9977,74.0788,West,Winter,442,1.31,0.444,0.334,20.0,9.2,17.7,25.0,21.8,2.54,5.69,0.319,2,1207,Moderate
22.4062,81.2099,Central,Monsoon,435,0.89,0.471,0.577,5.4,16.0,74.7,177.8,51.9,3.58,5.93,0.726,4,1971,High
20.3538,86.7544,East,Monsoon,33,4.39,0.481,0.99,45.8,89.6,236.1,573.3,54.8,4.58,2.7,0.254,3,222,Severe
27.6004,92.0704,Northeast,Monsoon,573,7.06,0.802,0.99,10.9,179.9,681.1,981.4,100.0,7.57,20.74,0.687,1,1880,Moderate
23.9742,70.1878,West,Monsoon,143,1.31,0.807,0.691,15.4,26.8,102.2,241.4,57.5,3.44,9.26,0.17,3,641,Severe
25.8969,76.2767,Central,Monsoon,624,3.97,0.36,0.99,14.9,52.7,163.8,389.3,59.0,3.26,0.7,0.295,4,471,Severe
21.1218,82.6022,Central,Pre-Monsoon,256,8.41,0.561,0.261,3.8,3.4,20.8,54.9,15.4,2.6,18.1,0.713,1,121,Low
25.5648,95.2693,Northeast,Post-Monsoon,1289,5.41,0.743,0.575,45.0,50.8,135.0,222.9,45.2,3.77,15.8,0.761,0,420,Low
20.9725,85.1987,East,Winter,48,6.6,0.072,0.379,2.4,18.0,41.1,77.4,14.5,2.78,10.25,0.841,2,609,Low
25.099,90.1435,East,Monsoon,130,2.42,0.728,0.547,17.0,15.1,33.0,95.8,50.1,3.35,13.6,0.816,2,649,Moderate
21.6946,89.0173,East,Monsoon,225,4.83,0.3,0.99,9.1,107.1,290.8,802.0,77.9,5.64,20.71,0.303,3,679,Severe
21.2256,88.8069,East,Winter,111,10.36,0.181,0.359,4.4,8.7,21.0,62.9,36.5,3.33,1.27,0.46,3,1398,Moderate
14.4793,76.3467,South,Monsoon,5,2.22,0.591,0.819,11.4,34.8,115.1,346.3,62.6,3.37,13.96,0.474,6,877,Severe
24.1482,94.7075,Northeast,Winter,394,2.5,0.32,0.303,8.1,26.5,56.9,92.0,17.0,3.81,14.62,0.549,1,207,Low
26.4301,93.1095,Northeast,Monsoon,332,2.93,0.467,0.669,30.8,46.8,154.8,255.9,48.1,4.44,3.76,0.352,4,888,Severe
19.3353,71.1177,West,Monsoon,55,1.59,0.704,0.629,7.2,12.0,21.1,102.3,44.7,2.84,2.27,0.474,3,171,High
9.6766,76.2905,South,Pre-Monsoon,94,3.28,0.431,0.541,12.8,12.1,34.9,83.7,24.3,3.32,4.85,0.698,4,216,High
23.7365,78.4166,Central,Pre-Monsoon,318,4.21,0.409,0.451,3.8,22.6,66.2,194.1,25.5,1.5,3.94,0.647,1,223,Low
26.5109,95.8439,Northeast,Post-Monsoon,503,7.46,0.233,0.769,20.6,34.6,85.7,185.9,39.4,3.38,2.6,0.754,3,1190,Moderate
20.6234,90.9638,East,Winter,62,3.68,0.733,0.216,4.4,8.8,28.9,67.3,22.2,1.55,2.43,0.518,3,223,Low
19.0686,71.2795,West,Pre-Monsoon,192,4.3,0.727,0.477,22.8,15.6,27.0,56.4,37.2,1.32,7.24,0.621,0,390,Low
25.2706,76.8878,Central,Winter,653,5.29,0.229,0.335,7.8,4.0,14.3,34.4,13.0,2.76,3.36,0.547,0,370,Low
21.574,90.6652,East,Monsoon,5,2.36,0.694,0.984,7.5,71.9,185.7,335.7,55.7,6.1,3.98,0.356,2,778,Severe
19.9097,75.4168,West,Monsoon,891,5.2,0.532,0.38,13.4,5.5,66.1,126.5,46.4,2.05,7.65,0.725,1,1630,Low
26.471,94.384,Northeast,Winter,826,1.93,0.537,0.516,38.4,18.0,53.9,86.8,23.5,2.9,9.53,0.121,2,97,Low
25.184,95.6498,Northeast,Winter,887,15.64,0.454,0.623,13.4,27.8,85.9,192.8,34.9,4.34,9.47,0.573,4,672,Moderate
24.0956,94.6435,Northeast,Monsoon,457,6.01,0.557,0.99,16.1,205.7,457.8,1212.0,100.0,5.78,7.87,0.343,3,480,Severe
21.1295,82.1174,Central,Monsoon,518,7.25,0.589,0.705,10.9,93.3,217.8,340.9,42.4,3.43,1.51,0.084,0,421,Moderate
21.7533,87.8622,East,Pre-Monsoon,151,3.4,0.602,0.478,23.2,26.7,75.7,124.5,35.0,3.42,6.85,0.719,2,281,Moderate
22.3881,89.2724,East,Monsoon,113,1.24,0.542,0.644,2.4,60.7,130.8,310.2,57.1,3.75,6.06,0.562,2,2344,Severe
8.9645,79.3727,South,Post-Monsoon,281,12.08,0.286,0.687,5.4,42.1,96.5,205.7,54.3,3.12,10.06,0.731,3,244,Moderate
8.5762,79.2093,South,Monsoon,772,4.26,0.628,0.99,16.8,53.7,143.1,341.8,56.3,3.35,1.67,0.713,4,2355,High
22.4337,69.9631,West,Post-Monsoon,273,3.33,0.712,0.493,25.9,6.6,30.1,50.4,43.5,3.65,3.09,0.14,4,110,High
14.5193,76.854,South,Pre-Monsoon,5,0.66,0.452,0.44,9.9,29.8,55.5,103.3,18.2,2.09,4.31,0.638,2,552,Moderate
19.4221,71.5992,West,Monsoon,512,3.91,0.571,0.671,10.4,5.5,64.3,233.6,56.6,3.05,3.64,0.407,2,737,High
23.7686,77.7831,Central,Monsoon,786,9.41,0.608,0.704,6.5,33.8,81.6,205.8,47.0,4.1,4.92,0.734,1,1185,Moderate
26.5683,88.0927,East,Monsoon,61,1.97,0.695,0.676,15.6,34.0,104.2,215.4,53.7,3.15,5.12,0.609,2,108,High
24.5123,89.3681,East,Post-Monsoon,215,2.03,0.582,0.618,4.2,33.2,60.0,147.6,27.5,3.1,1.03,0.392,1,460,High
30.7213,77.187,North,Winter,410,4.33,0.7,0.414,31.1,13.9,31.9,63.7,19.8,2.4,7.84,0.62,1,309,Low
26.0596,79.3588,North,Winter,438,3.74,0.389,0.354,16.1,11.8,43.1,65.8,34.4,1.23,16.04,0.628,0,780,Low
22.9,79.2114,Central,Post-Monsoon,208,3.05,0.671,0.48,20.8,4.6,34.5,87.9,56.1,2.61,3.94,0.385,0,998,Moderate
19.8766,75.7152,West,Pre-Monsoon,17,1.95,0.391,0.278,9.2,3.5,18.9,46.1,31.0,1.0,3.57,0.604,2,673,Moderate
24.8532,86.0607,East,Winter,5,3.2,0.23,0.439,32.4,17.9,48.0,116.7,27.4,2.66,12.65,0.639,3,264,Moderate
22.0795,79.3109,Central,Winter,350,6.6,0.498,0.531,25.5,34.8,100.4,209.3,35.6,1.72,9.31,0.938,1,507,Low
11.7424,78.3097,South,Winter,410,1.16,0.51,0.576,35.7,5.5,17.9,59.6,12.5,2.11,4.25,0.303,2,904,Low
28.7132,77.9521,North,Monsoon,372,9.12,0.467,0.366,13.5,13.3,40.6,134.5,55.6,2.63,1.45,0.3,4,276,Moderate
20.9292,87.1006,East,Pre-Monsoon,48,7.52,0.818,0.455,13.8,12.3,28.8,68.7,23.0,3.31,5.36,0.772,3,333,Moderate
26.6921,78.7343,North,Post-Monsoon,556,3.37,0.683,0.309,15.8,5.6,13.2,26.3,39.7,3.67,8.19,0.8,0,588,Low
11.1893,76.7126,South,Monsoon,515,7.61,0.477,0.874,22.9,45.3,108.1,328.2,53.9,2.24,12.58,0.682,0,302,Low
21.3487,86.7632,East,Monsoon,88,2.57,0.538,0.856,7.8,69.4,242.9,383.2,72.3,2.93,0.89,0.761,2,728,Severe
26.917,75.8207,North,Monsoon,5,8.75,0.302,0.614,13.8,94.3,144.5,195.0,54.6,1.83,7.22,0.951,0,800,Moderate
30.2377,74.7935,North,Monsoon,67,2.67,0.145,0.797,11.8,64.7,118.3,285.1,54.1,2.51,5.32,0.842,1,598,High
12.1695,77.6188,South,Monsoon,494,3.08,0.425,0.578,34.2,93.1,125.7,204.7,51.0,3.15,6.96,0.56,1,204,Moderate
31.7395,78.46,North,Post-Monsoon,537,0.83,0.617,0.381,16.3,18.6,44.6,94.6,43.1,2.52,10.97,0.841,1,2054,Moderate
22.1768,82.5619,Central,Post-Monsoon,518,2.99,0.55,0.499,13.9,76.8,155.0,331.4,61.5,2.12,11.64,0.457,1,3342,Moderate
29.8046,74.9215,North,Monsoon,635,2.68,0.086,0.607,17.7,11.6,97.9,184.2,53.7,2.23,6.46,0.697,3,466,High
12.6985,75.6471,South,Pre-Monsoon,390,5.67,0.345,0.227,18.6,12.0,26.4,70.3,29.2,2.45,0.84,0.71,1,1731,Moderate
21.1778,74.8441,West,Winter,70,3.75,0.683,0.042,20.5,6.2,20.4,46.0,14.5,1.49,9.95,0.288,0,491,Low
21.8997,73.6933,West,Monsoon,285,3.63,0.3,0.467,13.9,22.8,48.6,109.8,60.9,1.96,5.04,0.293,2,55,Moderate
26.6143,79.005,North,Monsoon,61,3.8,0.849,0.968,15.4,106.4,178.1,382.3,57.2,2.99,4.76,0.782,1,112,High
25.0722,78.1154,Central,Monsoon,553,12.75,0.688,0.529,47.3,2.4,10.3,34.1,45.4,3.42,6.47,0.714,1,205,Low
23.3223,81.0656,Central,Monsoon,496,2.36,0.374,0.575,15.4,19.2,65.6,261.8,56.2,3.01,5.13,0.39,2,535,High
27.464,79.6581,North,Post-Monsoon,5,0.48,0.548,0.508,4.0,22.9,108.6,189.5,51.2,2.42,7.86,0.668,0,1099,Severe
28.2732,75.6976,North,Pre-Monsoon,355,3.56,0.191,0.335,8.1,8.8,16.4,23.9,17.1,2.51,11.1,0.337,1,341,Low
24.1286,94.5526,Northeast,Winter,466,5.5,0.57,0.254,13.3,11.8,22.5,40.4,23.0,3.52,12.1,0.669,1,473,Low
15.0458,76.9852,South,Pre-Monsoon,234,1.34,0.633,0.52,10.0,5.7,17.8,68.4,17.2,2.24,5.39,0.693,3,340,Moderate
26.7521,78.566,North,Winter,422,18.85,0.194,0.174,7.9,4.8,23.7,41.9,29.9,0.71,3.6,0.6,1,1760,Low
26.2907,86.1723,East,Post-Monsoon,59,11.39,0.753,0.707,15.3,65.0,143.9,314.9,48.6,3.23,12.42,0.594,0,476,Moderate
10.7504,77.8552,South,Pre-Monsoon,346,8.31,0.6,0.293,29.0,20.7,54.3,132.4,18.8,1.24,17.93,0.848,0,458,Low
9.4968,76.6507,South,Post-Monsoon,712,3.99,0.626,0.433,25.7,24.4,56.1,110.8,42.6,3.12,9.85,0.506,1,303,Low
14.9524,78.5563,South,Monsoon,214,11.15,0.584,0.99,58.1,90.0,246.1,417.2,61.2,2.91,2.66,0.384,2,561,High
27.1157,92.0895,Northeast,Winter,1148,4.12,0.643,0.501,9.6,25.8,81.0,197.6,24.6,2.5,3.02,0.354,4,486,Moderate
18.8953,72.8425,West,Post-Monsoon,738,1.36,0.461,0.895,10.4,72.6,180.8,373.7,50.0,3.64,7.92,0.451,1,197,Moderate
24.4402,87.8969,East,Monsoon,160,4.25,0.496,0.99,41.4,108.1,191.2,373.9,67.1,3.83,2.79,0.49,6,376,Severe
21.9278,74.8711,West,Monsoon,20,8.13,0.794,0.99,41.6,80.6,255.9,545.7,80.1,3.72,20.1,0.791,1,1042,High
25.6676,90.0855,East,Winter,152,2.35,0.35,0.324,25.3,5.6,12.8,32.4,11.4,2.97,6.52,0.257,1,2186,Moderate
22.5022,87.7724,East,Post-Monsoon,205,6.49,0.737,0.433,44.2,43.3,66.4,143.3,25.0,2.5,2.91,0.134,2,78,Low
31.0878,76.624,North,Monsoon,351,2.75,0.888,0.801,11.0,45.3,111.9,269.6,57.3,2.92,11.76,0.573,0,286,Moderate
24.0404,91.8784,East,Monsoon,155,4.51,0.404,0.99,24.8,128.6,381.6,623.8,61.8,5.57,13.27,0.485,1,315,High
11.8446,75.6039,South,Monsoon,5,0.56,0.287,0.99,21.9,99.0,239.2,512.3,69.6,3.45,18.67,0.197,0,2613,Severe
27.167,75.794,North,Post-Monsoon,307,1.41,0.657,0.712,8.4,39.9,62.8,166.5,49.6,1.88,8.35,0.417,2,6734,Moderate
20.2863,75.6248,West,Post-Monsoon,179,2.88,0.873,0.461,15.2,46.8,104.0,160.5,47.7,3.76,4.61,0.482,0,308,High
12.636,74.0773,South,Winter,560,9.1,0.748,0.172,13.9,13.1,36.1,91.7,21.9,1.7,14.08,0.544,2,1087,Low
9.2653,79.4855,South,Monsoon,869,1.9,0.808,0.613,27.3,28.4,65.4,227.0,46.7,4.39,1.71,0.178,1,239,High
21.2294,83.9891,Central,Post-Monsoon,96,1.58,0.44,0.709,37.5,37.8,65.8,165.8,43.5,2.64,0.6,0.534,3,842,Severe
23.0441,80.7948,Central,Monsoon,183,3.0,0.712,0.99,3.6,96.8,303.0,614.4,81.0,4.58,6.41,0.656,0,514,Severe
14.8971,76.1662,South,Post-Monsoon,105,2.62,0.289,0.512,17.5,50.6,92.0,197.0,55.4,3.23,34.45,0.531,2,42,Moderate
26.7773,76.5869,North,Monsoon,5,7.14,0.254,0.855,35.4,30.9,112.4,315.0,50.3,3.72,16.95,0.46,1,538,High
20.0769,75.4685,West,Winter,546,8.38,0.342,0.339,12.1,1.0,4.0,11.6,10.0,1.27,8.88,0.227,0,590,Low
15.507,75.5125,South,Monsoon,828,6.26,0.563,0.99,16.1,136.6,263.5,597.4,74.8,2.0,6.41,0.401,2,4089,High
23.5155,87.1146,East,Post-Monsoon,100,7.5,0.3,0.73,36.0,20.4,76.5,182.2,45.2,3.52,4.16,0.7,4,639,High
30.3541,77.8806,North,Winter,241,3.01,0.43,0.352,12.3,6.7,21.4,49.4,3.2,2.04,2.4,0.428,1,117,Low
21.4379,91.6369,East,Post-Monsoon,79,7.4,0.529,0.697,14.3,24.1,74.0,156.5,37.6,2.67,7.37,0.781,5,1346,Moderate
18.4741,73.4739,West,Monsoon,712,4.11,0.626,0.868,20.4,48.6,129.9,302.8,52.8,3.35,10.79,0.749,3,415,Moderate
23.8438,74.0951,West,Post-Monsoon,435,6.89,0.767,0.629,50.1,15.6,47.0,170.1,45.8,2.88,4.21,0.599,2,246,Moderate
26.761,79.9284,North,Pre-Monsoon,273,4.27,0.618,0.369,26.9,12.4,35.4,90.6,30.5,1.97,2.82,0.605,3,200,Low
25.0836,77.1278,Central,Pre-Monsoon,479,0.91,0.733,0.154,20.5,6.3,20.7,63.1,21.0,2.87,5.6,0.723,2,176,Moderate
26.1244,93.0958,Northeast,Post-Monsoon,51,5.21,0.715,0.807,54.0,88.3,217.5,363.8,44.9,4.74,12.51,0.728,4,533,High
25.7734,86.3549,East,Winter,151,6.61,0.447,0.209,9.5,16.8,47.9,62.9,14.5,1.11,4.87,0.249,1,1625,Low
25.0847,94.1797,Northeast,Pre-Monsoon,1754,9.67,0.29,0.39,37.6,21.0,40.8,68.6,20.3,3.19,16.15,0.665,2,874,Low
28.4619,75.8003,North,Winter,205,1.05,0.407,0.424,39.1,0.6,6.7,40.4,25.2,2.44,1.89,0.679,0,1789,Moderate
27.6581,95.1413,Northeast,Monsoon,474,3.33,0.764,0.445,1.9,31.9,58.3,142.2,43.8,3.26,2.03,0.245,2,579,High
27.5373,95.556,Northeast,Winter,514,6.7,0.685,0.431,6.6,22.3,54.9,138.9,30.0,3.15,5.84,0.706,0,783,Low
29.093,78.2357,North,Post-Monsoon,5,3.76,0.182,0.459,15.1,10.3,20.8,41.8,45.8,2.12,4.22,0.141,1,478,Moderate
24.4458,78.2661,Central,Winter,45,8.84,0.117,0.395,11.8,11.9,35.4,89.7,30.1,2.29,9.41,0.724,4,3567,Moderate
27.2646,91.409,Northeast,Winter,755,1.8,0.427,0.474,14.3,10.3,24.2,84.6,20.4,3.67,4.38,0.819,2,370,Low
26.4873,94.5741,Northeast,Winter,823,2.31,0.201,0.281,44.3,14.0,30.1,61.0,24.9,2.15,3.91,0.429,3,341,Low
26.4599,92.3301,Northeast,Post-Monsoon,325,3.48,0.732,0.433,4.9,30.0,95.8,126.2,35.2,3.46,4.32,0.265,0,3092,High
11.5806,76.8563,South,Monsoon,576,0.88,0.338,0.795,25.7,45.7,111.6,215.2,54.1,3.59,3.45,0.842,0,2017,High
26.4814,76.0092,North,Monsoon,443,0.75,0.6,0.721,31.8,74.7,146.4,332.8,65.1,2.58,2.39,0.204,0,148,High
25.7748,80.281,Central,Post-Monsoon,196,3.64,0.383,0.748,16.7,41.5,112.0,230.1,44.1,2.87,15.27,0.649,0,884,Moderate
8.1612,75.4962,South,Pre-Monsoon,73,5.31,0.404,0.579,2.3,15.6,40.9,90.1,22.9,3.74,6.74,0.232,5,2743,High
8.2164,78.3995,South,Winter,209,2.1,0.444,0.364,9.7,15.7,39.3,75.5,28.1,2.54,4.69,0.36,0,317,Moderate
22.1587,74.4271,West,Pre-Monsoon,492,9.53,0.604,0.339,6.8,3.3,11.4,25.9,33.4,2.19,5.1,0.708,2,416,Low
10.4184,75.8408,South,Winter,196,1.51,0.319,0.324,4.8,9.0,30.6,59.1,29.1,1.64,7.99,0.366,0,1128,Low
29.3347,75.5084,North,Monsoon,502,9.89,0.305,0.541,45.4,31.6,83.6,122.6,33.9,2.59,7.67,0.929,2,849,Low
24.8654,78.5784,Central,Winter,409,5.84,0.679,0.356,44.5,5.9,22.4,43.4,19.2,2.26,13.44,0.106,0,1015,Low
28.881,77.7911,North,Winter,153,10.9,0.447,0.062,7.3,4.8,15.0,45.0,21.1,0.05,3.28,0.679,2,114,Low
11.9346,79.9501,South,Monsoon,471,4.19,0.602,0.99,10.3,115.4,366.6,918.7,83.7,5.61,11.67,0.306,0,2354,Severe
21.8547,80.1324,Central,Post-Monsoon,221,3.14,0.805,0.346,37.8,9.8,40.8,91.8,42.1,3.22,0.91,0.886,0,2036,High
18.5993,74.6654,West,Monsoon,115,4.12,0.572,0.781,26.1,26.6,77.2,300.8,53.1,2.79,6.71,0.743,1,3055,High
20.1974,74.1315,West,Winter,12,1.39,0.417,0.427,21.7,8.3,20.6,44.0,15.6,2.14,10.69,0.587,3,46,Moderate
22.3363,87.2454,East,Winter,93,7.82,0.587,0.327,7.1,7.5,23.7,68.0,25.9,1.82,2.87,0.365,6,258,Low
26.123,94.5497,Northeast,Monsoon,742,5.36,0.884,0.653,8.6,49.9,105.1,202.5,61.7,2.97,12.75,0.473,1,391,Moderate
21.3341,80.3458,Central,Pre-Monsoon,453,3.61,0.712,0.092,37.2,9.5,28.4,71.0,15.2,0.97,2.81,0.3,0,310,Low
23.2682,86.1486,East,Monsoon,114,9.77,0.958,0.99,33.8,99.7,268.3,631.8,77.4,5.05,23.64,0.766,3,376,Moderate
30.0105,78.5677,North,Pre-Monsoon,281,3.67,0.405,0.546,27.2,26.2,76.5,221.2,29.3,2.61,4.74,0.326,2,3081,Moderate
20.931,86.6654,East,Winter,156,1.86,0.582,0.34,9.1,19.1,40.4,83.6,22.7,3.65,8.14,0.24,1,116,Moderate
18.4804,70.2596,West,Monsoon,55,2.19,0.466,0.99,10.6,142.0,340.7,666.5,81.2,4.62,1.51,0.481,0,101,Severe
